|TrainingName|TotalCost
2798|pentaho 5.0 reporting by example: beginner''''''''s guide|39
2799|ibm cognos report studio: author professional reports fundamentals (v10.2)|0
2800|the architecture of analytics: big time big data and business intelligence|125
2801|disc workshop|500
2802|sociale wetgeving - update 2014|0
2803|disc|250
2804|workshop amazon redshift |250
2805|disc workshop|500
2806|disc workshop|500
2807|disc training|500
2808|disc|500
2809|disc workshop|500
2810|b5252g: ibm cognos framework manager: design metadata models (v10.2)|0
2811|disc training|250
2812|semarchy|500
2813|access to the forum for jquery data tables |257
2814|dataflux data management studio - basic|0
2815|dataflux data management studio - advanced|0
2816|visualisatie voor business intelligence|940
2817|semarchy|250
2818|sas visual analytics: fast track|1675
2819|budgeting for performance|1040
2820|disc workshop|250
2821|semarchy training|500
2822|sas belux forum|250
2823| méthodes en gestion de projets dans une organisation multi-projets|0
2824|ibm cognos tm1 v10 ? modélisation|2669,1500000000001
2825|ibm cognos bi administration (v10.2) (b5255g) |0
2826|practical machine learning|1135
2827|data science for the hortonworks data platform|3381
2828|machine learning|1231
2829|disc|250
2830|sas visual analytics fast track|1675
2831|b5255be : ibm cognos bi administration (v10.2)|0
2832|disc|500
2833|disc training|500
2834|disc|250
2835|disc training|250
2836|disc|250
2837|practical machine learning|1135
2838|certified scrum master|2209
2839|ibm ba summit|250
2840|oracle business analytics emea partner community forum for bi, epm, data integration and big data partners|298,19999999999999
2841|sas programming 3 : advanced techniques and efficiencies|2430
2842|tm1 and cognos express user experience|0
2843|cubewise - tm1 conference|0
2844|cubewise tm1 and cognos express user conference|0
2845|bookdata warehouse design: modern principles and methodologies|42
2846|ibm cognos report studio: author professional reports fundamentals (v10.2) spvc training|1566
2847|oracle hyperion planning 11 certified implementation specialist|250
2848|tm1 and cognos express conference|0
2849|python basics|250
2850|data warehouse / business intelligence lifecycle in depth|0
2851|sap hana views and sap hana live technical workshop|1296
2852|disc training|250
2853|dataflux data management studio|1160
2854|1z0-533 practice exam test questions|20
2855|sas belux forum|250
2856|disc|250
2857|va single machine installation workshop|600
2858|training big data analysis - hadoop|648,20000000000005
2859|forecasting using sas forecast server software |0
2860|disc|500
2861|(book) tableau your data! |30
2862|disc training|250
2863|hadoop training|659,5
2864|r on hadoop|651
2865|inf116 - sterk onderhandelen in de ict-sector|250
2866|oracle hyperion planning 11 certified implementation specialist|250
2867|sap teched && d-code 2014|3593,5
2868|ead76 - gérez vos projets efficacement (grâce au mind mapping)|0
2869|sin68 - concevoir un tableau de bord projet|250
2870|sin17 - gestion de projet : fondements et principes|250
2871|sit124 - business process modeling notation (bpmn) : les bases|500
2872|sin92 - la gestion de projets ict selon scrum|500
2873|buf100 - excel online|0
2874|buf103 - powerpoint online|0
2875|big data analysis - hadoop|619
2876|sas forum|850
2877|sas forum|850
2878|sin17 - gestion de projet : fondements et principes|250
2879|cost allocation for dummies|25
2880|forum plus|250
2881|j2263g: ibm cognos cube designer: design dynamic cubes (v10.2) spvc - updated|603
2882|b5255be : ibm cognos bi administration (v10.2)|0
2883|executivemaster classcreating businessvalue with big data|3540
2884|sas fm training (candriam training)|750
2885|hands-on introduction to probabilistic programming|125
2886|cognos 10|750
2887|cognos 10|0
2888|datanews business forum|461
2889|distance learning - europe - english developer: reporting essentials v9.4.1|192
2890|distance learning - europe - english architect: project design essentials v9.4.1 |192
2891|distance learning - europe - english developer: advanced reporting v9.4.1 |287,5
2892|distance learning - europe - english report services: documents and dashboards v9.4.1|192
2893|distance learning - europe - english developer: advanced reporting case studies v9.4.1 |95,829999999999998
2894|sin25 presentation skills|0
2895|sin 17 project management|250
2896|agile product development using scrum - via johan decoster|250
2897|agile product development using scrum - via johan decoster|125
2898|disc training|500
2899|project appraisalshttp://www.financexplained.com/c10.aspx|1843
2900|how the financial markets work|0
2901|disc|500
2902|prince2foundation|1000
2903|sap hana views and sap hana live technical workshop|700
2904|ibm cognos author |0
2905|rédiger un plan marketing efficace|1000
2906|agile product development using scrum - via johan decoster|125
2907|disc training|500
2908|sin 17 project management|250
2909|informatieanalyse voor business intelligence|1500
2910|proof of techology - enterprise self-service and end-user self-sufficiency with ibm business analytics - dec 4, 2014|0
2911|disc training|500
2912|executive master class creating business value with big data|3542
2913|ibm workbench training|500
2914|the new business supermodel  - the business of data vault modelling|40
2915|prince 2 foundation|1000
2916|prince2 foundation|625
2917|disc traning|500
2918|disc training|500
2919|disc|500
2920|prince2foundation|625
2921|executive master class: creating business value with big data at vlerick|14545
2922|training keyrus paas|250
2923|distance learning - europe - english mobile for app developers|192
2924|executive master class creating business value with big data|3564
2925|prince 2|1000
2926|prince 2|625
2927|lan52 - communiquer efficacement dans l''entreprise : néerlandais (e-learning)|375
2928|costing (internal training - keyrus paris)|450
2929|inf114 - projectmanagement: tips, tricks en inhoud|0
2930|pbcs presentation/demo|125
2931|ibm spss modeler professional v3|197
2932|sas platform administration: fast track|0
2933|buf57 - excel : avancé|250
2934|certified project designer 9.4.1 exam|200
2935|inf114 - projectmanagement: tips, tricks en inhoud|0
2936|ibm infosphere information server administration v9.1|4174
2937|méthodes en gestion de projets dans une organisation multi-projets|500
2938|	executive master class: creating business value with big data at vlerick|750
2939|ibm big data&analytics essentials|250
2940|buf72 excel : tableaux croisés dynamiques et bases de données|0
2941|buf76 - ms visio|0
2942|buf73 excel: avancé (graphiques et mise en page)|250
2943|ibm spss modeler professional v3|322
2944|le pouvoir de la communication non-verbale |250
2945|sas/graph : essentials|1160
2946|itil foundation training (boot camp)|30
2947|ibm cognos tm1: analyze and share data (v10.2) (p8257g) |1655
2948|online ibm cognos tm1: design and develop models (v10.2) (j1252g) |2757,5
2949|certified project developer 9.4.1 exam (microstrategy)|200
2950|powercenter data integration 9.x:developer specialist |0
2951|paas|500
2952|certified project developer 9.4.1 exam (microstrategy)|0
2953|tableau desktop fundamentatls & advanced|4593,96
2954|hadoop en nosql: de technologie voor big data|845
2955|dataflux data management studio: advanced|1695
2956|ead75 - le pouvoir de la communication non-verbale|0
2957|agile data warehouse design: collaborative dimensional modeling, from whiteboard to star schema isbn-10: 0956817203 isbn-13: 978-0956817204|23
2958|agile data warehousing project management: business intelligence systems using scrum isbn-10: 0123964636  isbn-13: 978-0123964632|38
2959|sas cost and profitability management|1260
2960|adn67 - bereik meer win-winsituaties op het werk|500
2961|consultancy skills training|0
2962|ibm cognos tm1: design and develop models (v10.2)|5102
2963|analytics in a big data world|0
2964|strategies and concepts for data scientists and business analysts|2850
2965|d3 on angularjs|17,850000000000001
2966|a00-211: sas base programming for sas 9|270
2967|executive master class big data|3259
2968|hans hultgren - modeling the agile data warehouse with data vault|90
2969|ibm infosphere datastage essentials v9.1 - spvc|1120
2970|connecting expertise|325
2971|"connecting-expertise academy, supplier session: ""hiring & supplying contingent workforce: ready for the future"""|325
2972|consultancy skills|500
2973|consultancy training|500
2974|itil foundation training|1930
2975|consultancy skills training|500
2976|consultancy skills |500
2977|consultancy skills training|500
2978|oracle exadata, manageability and servers & storage partner community forum|1134
2979|hadoop(2.0) development|2249
2980|buf57 - excel : avancé|250
2981|consultancy & presentation skills training |500
2982|consultancy skills training|500
2983|executive master class big data|3759
2984|ibm cognos insight: analyze and share data (v10.1) (p8175g)|432
2985|disc behaviour styles|250
2986|disc|250
2987|buf72 excel : tableaux croisés dynamiques et bases de données|0
2988|portuguese class|1740
2989|disc training|250
2990|disc|250
2991|disc training|250
2992|disc|250
2993|disc training|250
2994|creating javascript data visualizations in r|125
2995|ibm cognos insight: analyze and share data (v10.1/10.1.1) (p8176)|0
2996|sas platform administration: fast track|2495
2997|ibm infosphere advanced datastage - advanced data processing v9|1060
2998|oracle business analytics partner update|0
2999|l'intelligence emotionelle|1860
3000|dimensional modeling in depth|4326
3001|oracle business analytics partner update|0
3002|etl architecture in depth|4537
3003|level test - french|0
3004|time management|0
3005|mastering the requirements process|3100
3006|business process modeling notation (bpmn) : les bases - 313fa|0
3007|business analysis : mise en pratique - 311f|500
3008|oracle business analytics partner update|0
3009|time en priority management voor managers|1610
3010|time en priority management voor managers|250
3011|what's new in sas 9.4? data integration|600
3012|certified scrum master|2020
3013|analytics in a big data world: the essential guide to data science and its applications|40
3014|sas platform administration: fast track|2495
3015|ibm cognos report studio: author reports with multidimensional data (v10.2) spvc (j2261g-spvc)|1103
3016|certification sas base|270
3017|data scientist bootcamp: machine learning|250
3018|whats new in sas 9.4? data integration|600
3019|& whats new in sas 9.4? programmingwhat's new in sas visual analytics 7.x?|600
3020|data scientist training program|750
3021|data science bootcamp|750
3022|data scientist boot camp|750
3023|data scientist bootcamp|750
3024|data scientist bootcamp|1000
3025|data scientist bootcamp|1000
3026|kimball course|0
3027|ibm cognos tm1: design and develop models in architect (v10.2) spvc training|2915
3028|machine learning|750
3029|cloudera data analyst training|750
3030|267f - la méthodologie scrum - secteur ict|250
3031|data scientist boot camp|1000
3032|what's new in sas 9.4? data integration|600
3033|graphconnect europe|0
3034|data scientist bootcamp|1250
3035|data scientist boot camp|1250
3036|data scientist bootcamp|1250
3037|data science bootcamp: consultancy training|500
3038|data science bootcamp: data warehousing|500
3039|machine learning bootcamp|1250
3040|grasping financial management|0
3041|dimensional modeling in depth|4110
3042|grasping financial management|0
3043|disc|250
3044|data scientist bootcamp|1250
3045|data scientist bootcamp|1250
3046|dutch evening course - 30h|475
3047|data scientist bootcamp|1000
3048|data scientist bootcamp|1250
3049|informatica powercenter 9.x level ii developer|2950
3050|data scientist boot camp|1250
3051|data scientist bootcamp: hadoop|1250
3052|data science bootcamp: machine learning|750
3053|data science bootcamp: python|500
3054|https://www.sas.com/store/prodbk_63119_en.html|49
3055|value dynamics for data scientists: how to generate and deliver value with analytics to non-experts|1900
3056|alteryx training paris|433
3057|bootcamp - spark|500
3058|mind mapping|1010
3059|dimensional modeling in depth. |4365
3060|data scientist bootcamp|1000
3061|data scientist boot camp|1000
3062|data scientist bootcamp|1000
3063|data science: cloudera training|1250
3064|data scientist bootcamp|1250
3065|data scientist bootcamp|1000
3066|data scientist bootcamp: machine learning|500
3067|data scientist bootcamp: textmining, paas, storytelling|1000
3068|writing a business case|0
3069|619f - excel : tableaux croisés dynamiques et bases de données|0
3070|disc training|250
3071|disc training|250
3072|executive master class|1000
3073|mdm multidomain edition 9.x: configuration|0
3074|data science: text mining|1000
3075|disc training|250
3076|data scientist bootcamp: tableau, alterix london |2535
3077|disc training |250
3078|data scientist bootcamp london|2528
3079|data science boot camp london|2490
3080|data science: visualisation london|2508
3081|data scientist bootcamp london|2493
3082|data scientist bootcamp london|2566
3083|data scientist bootcamp|750
3084|tableau conference - london|2382
3085|pluralsight subscription|445
3086|tableau/alteryx|2436
3087|data scientist bootcamp|750
3088|data scientist boot camp|750
3089|data scientist bootcamp|750
3090|coursera: programming in r|543
3091|datacamp: programming in r|365
3092|data warehousing|500
3093|cloudera hadoop training|1250
3094|text mining|1000
3095|data science: project|750
3096|data scientist bootcamp|750
3097|odoo accounting|1700
3098|certified scrummaster|0
3099|big data & analytics insight 2015|250
3100|big data & analytics insight 2015 conference|250
3101|ibm infosphere datastage essentials v8.7, v9.1 et v11.3 |0
3102|ibm cognos tm1: design and develop models in architect (v10.2) spvc training|1665
3103|cognos framework manager|2915
3104|sas data integration fast track |1525
3105|proximus datacenter visit|125
3106| lean green belt |1295
3107|ibm analytics event madrid|1336
3108|ibm analytics sales academy 2015|1336
3109|certified scrummaster training|1825
3110|qlikview designer|0
3111|design, create and share visualizations with qlik sense|1605
3112|book web development with sas by example, third edition|29,960000000000001
3113|sas forum belux|250
3114|certification sas advanced|270
3115|certified scrummaster exam|0
3116|chartered financial analyst (cfa)level i|1174
3117|j1259g - ibm cognos tm1: create scorecards (v10.2)|530
3118|consultingvaardigheden - ict sector|250
3119|ibm cognos report studio: author professional reports fundamentals (v10.1) spvc training - j2158g|2299
3120|r programming, data visualisation r, data manipulation r. on line courses|2066
3121|introduction to sas and hadoop|1160
3122|prince2® foundation|1930
3123|introduction to sas and hadoop|1160
3124|profitability and cost management|4095
3125|nieuwe trends in bi en datawarehousing|1660
3126|ibm cognos report studio: author professional reports fundamentals (v10.1) spvc training - j2158g|500
3127|ibm infosphere information server administration 9.1 - spvc training - 2m502be (2m502g) |1832
3128|sas forum belux 2015|250
3129|profitability & cost management|4095
3130|python - data science bootcamp|125
3131|hadoop administrator training|3326
3132|hadoop administration|3283
3133|ibm infosphere information server administration 9.1 - spvc training - 2m502be (2m502g)|1000
3134|consultingvaardigheden - ict sector|250
3135|cfa preparation|1250
3136|forecasting book|33
3137|qlikview partner summer school|125
3138|sas summer fast track = data integration|1525
3139|business analyse technieken (workshop)|815
3140|sql |886
3141|ods graphics: essentials|1160
3142|talend - data integration basics|500
3143|talend - data integration enterprise|250
3144|talend - data quality basics|250
3145|talend - data quality enterprise|250
3146|talend - presales enablement|250
3147|silverpophttps://www.silverpop.com/amplify2015-emea/. |1183
3148|ibm marketing cloud|618
3149|dl221f - formation de formateur: des outils online pour booster vos formations|0
3150|gestion de projet : fondements et principes|250
3151|020f - efficacité et résultats grâce à une bonne gestion du volume de travail (workflow)|0
3152|1172f - gestion de projet : outils et méthodes|0
3153|019f - gestion du temps|250
3154|253fb - gestion de projet : de la théorie à la pratique|0
3155|tagetik foundation & reporting|625
3156|tagetik foundation & reporting|750
3157|qlik belux partners summer school|125
3158|consulting skills training|500
3159|ibm cognos report studio: author active reports (v10.2) spvc training|583
3160|ibm cognos cube designer: design dynamic cubes (v10.2) training|1750
3161|consulting skills training |500
3162|introduction to dwh architecture|750
3163|consultancy skills training and dwh fundamentals|1000
3164|communication skills|500
3165|data warehousing fundamentals|750
3166|ibm infosphere information server administration 9.1 - spvc training - 2m502be (2m502g)|250
3167|sas ddpo - bootcamp|2739
3168|sas forum|250
3169|the complete in-house recruiter - online28 day in-house recruitment course|1695
3170|analytics in a big data world: the essential guide to data science and its applicationsisbn-10: 1118892704isbn-13: 978-1118892701|45
3171|master data management and data governanceisbn-10: 0071744584isbn-13: 978-00717|39
3172|c2020-632: ibm cognos 10 bi metadata model developer|305
3173|sas forum belux 2015|250
3174|international data scientist boot camp: consulting|500
3175|international data scientist boot camp: datawarehing|750
3176|international data scientist boot camp:python|750
3177|international data scientist boot camp: spark|500
3178|international data scientist boot camp: machine learning|750
3179|international data scientist bootcamp: python|750
3180|international data scientist bootcamp: spark - scala|500
3181|international data scientist boot camp: text mining |500
3182|international data scientist bootcamp: machine learning|750
3183|international data scientist bootcamp: text mining|500
3184|international data scientist boot camp: spss/ibm big data/ watson analytics|1750
3185|international data scientist bootcamp: ibm big data / watson analytics|1250
3186|international data scientist boot camp: tableau|1511
3187|international data scientist boot camp: alteryx|750
3188|international data scientist bootcamp: tableau|1502
3189|international data scientist bootcamp: alteryx|750
3190|international data scientist boot camp: case|1250
3191|international data scientist bootcamp: case|1250
3192|informatica powercenter 9.x level i developer|0
3193|data scientist bootcamp|1000
3194|big data bootcamp: machine learning|500
3195|big data bootcamp: text mining|500
3196|big data bootcamp: ibm spss, ibm big data & ibm watson|500
3197|ibm watson analytics|250
3198|quilliup|500
3199|ibm watson discovery|250
3200|tagetik budgeting & planning & cdm|2569
3201|tagetik budgeting & planning & cdm|2558
3202|ibm cognos tm1|500
3203|tagetik training larcier|750
3204|agile project management foundation|2170
3205|building a scalable data warehouse with data vault 2.0 1st edition|51
3206|ibm cognos cube designer: design dynamic cubes (v10.2.2) spvc |666
3207|sas forum belux|250
3208|sas benelux forum|250
3209|cognos v10.2 ibm cognos framework manager: design metadata models (v10.2) spvc training|1332
3210|5015f   gestion des conflits|0
3211|5029f   le pouvoir de la communication non-verbale|0
3212|019f - gestion du temps|250
3213|gestion de projet : fondements et principes|250
3214|big data bootcamp: ibm watson analytics|250
3215|j2a52gsbe: ibm cognos framework manager: design metadata models |1749
3216|j2a52gsbe ibm cognos framework manager: design metadata models |750
3217|apache spark hands-on training|1500
3218|apache spark hands-on training|1500
3219|sap dreamzone|859
3220|bff conference ?creating business value with big data by philippe baecke? |175
3221|qlik bootcamp - schiphol|1935,25
3222|management of portfolios (mop)|2500
3223|disc training|500
3224|qlik sense|0
3225|qlik sense|0
3226|disc training|500
3227|disc keyrus|500
3228|disc training|500
3229|disc|500
3230|microsoft cloud roadshow|985
3231|disc training|500
3232|business analytics insight|250
3233|tableau partner summit london|0
3234|agile data warehousing for the enterprise a guide for solutions architects and project leaders|36
3235|quilliup|250
3236|watson analytics poc|250
3237|data vault training|1300
3238|exam:1z0-533: oracle hyperion planning 11 essentials|212
3239|informatica world tour - brussels|250
3240|hortonworks university ?self-paced? learning library|2500
3241|267f - la méthodologie scrum - secteur ict|250
3242|qlik sense for qlikview developers|670
3243|qliksense for qlikview developers|50
3244|business cases voor big data|0
3245|qlikview training|3755
3246|scrum master training & certification|2020
3247|assimil neerlandais + mp3 audio|73
3248|cognos analytics launch belgium|125
3249|cognos analytics launch belgium|125
3250|sas programming 2: data manipulation techniques|1605
3251|mop practioner|2140
3252|powercenter 9.x: developer, level 1 |2386
3253|ibm cognos analytics|125
3254|cognos analytics presentation|125
3255|ibm cognos analytics demo|125
3256|online hadoop training|500
3257|informatica powercenter level 1 |3381
3258|data science bootcamp: python|0
3259|data science bootcamp: week 4 hadoop & spark|0
3260|data science bootcamp: week 5 qlik & alteryx|638
3261|datascientist bootcamp|0
3262|data scientist bootcamp|1003
3263|data scientist bootcamp|1136
3264|ibm cognos controller: create bi with consolidation data (v10.1) (p8123g)|1750
3265|ibm cognos controller: create bi with consolidation data (v10.1) (p8123g)|1125
3266|applied analytics using sas enterprise miner|480
3267|ibm cognos tm1: design and develop models in architect (v10.2) spvc (j1261g-spvc)|1675
3268|ibm infosphere datastage essentials v11.3|3480
3269|powercenter 9.x: developer, level 1  (on demand)|250
3270|powercenter 9.x: developer, level 1  (on demand)|250
3271|dutch evening course - 30h|475
3272|datascientist bootcamp|1143
3273|datascientist bootcamp|0
3274|ibm cognos tm1: design and develop models in architect (v10.2) spvc (j1261g-spvc)|125
3275|ibm cognos tm1: design and develop models in architect (v10.2) spvc (j1261g-spvc)|1000
3276|anaplan model building|1250
3277|sas forecast serverhttps://support.sas.com/edu/schedules.html?id=1225&ctry=be|1175
3278|245f - stress : identifiez vos déclencheurs et agissez|0
3279|031f - communication assertive |0
3280|forecasting using sas forecast server software|675
3281|forecasting using sas forecast server software training|675
3282|cfa level ii|1520
3283|gestion de conflits et négociation|2650
3284|change management http://www.solvay.edu/change-management|2900
3285|data services (bods 4.2) - platform and transforms|2987
3286|introduction to sas and hadoop|1160
3287|ibm cognos controller: create bi with consolidation data (v10.1)|1625
3288|using databases with python and using python to access web data|146
3289|ibm bp enablement - puredata for analytics advanced workshop|750
3290|sas macro language 1: essentials|1175
3291|gestion des conflits et négociation|250
3292|analytics in a big data world|610
3293|analytics in a big data world|360
3294|analytics in big data world|360
3295|analytics in big data world|610
3296|ibm infosphere datastage essentials (v11.3)|2065,5999999999999
3297|gestion de conflits & négociation|2650
3298|gestion de conflits & négociation|250
3299|anaplan intermediate model building|750
3300|cevora 001nbereik meer win-winsituaties op het werk|500
3301|gartner business intelligence & analytics summit|2550
3302|sas visual analytics: fast track|1710
3303|anaplan data integration basics|1000
3304|anaplan dashboards|1000
3305|anaplan preparation partner certification, self-study|250
3306|gartner summit|1253
3307|mdm hub developer certification package|1190
3308|sas visual analytics: fast track|1710
3309|preparation - cfa exam|0
3310|tagetik - innovating technologies to solve financial challenges|125
3311|marketing data science - thomas miller|73
3312|data innovation summit|75
3313|finance - corporate actions and processing|0
3314|1116f - empowerment, (ré)activer son pouvoir d''''action|250
3315|assertive communication|0
3316|data innovation summit|75
3317|253fa - gestion de projet : fondements et principes|500
3318|disc training|250
3319|disc training|250
3320|disc trainee|250
3321|social media & web analytics innovation - summit|0
3322|hands on introduction to spark data frames|1100
3323|business analysis: essentials|1985
3324|hadoop + strata|3408
3325|strata+hadoop world|3408
3326|social media & web analytics innovation summit|2512
3327|introduction to ibm spss modeler and data mining (v16) spvc training|916
3328|advanced data preparation with ibm spss modeler spvc training|583
3329|http://www.vlerick.com/en/programmes/management-programmes/accounting-finance/driving-corporate-performance/practical-info|3945
3330|dis summit|250
3331|cevora 001n - bereik meer win-winsituaties op het werk|500
3332|lily academy training|250
3333|summer fast track: sas analytics |3050
3334|qlikview developer certification|224
3335|tagetik etl training arnhem|874
3336|foundation & reporting|1488
3337|tagetik budget & planning|1524
3338|prince 2 practioner|1817
3339|qlikview system admin certification|250
3340|c2090-930: ibm spss modeler professional v3|184
3341|c2090-012: ibm spss data analysis for business |184
3342|create visualizations with qlik sense|2180
3343|data modeling for qlik sense|2010
3344|create mashups with qlik sense|670
3345|prince 2 practitioner|0
3346|continuous delivery (book)|51
3347|prince 2 practitioner|1817
3348|create visualizations with qlik sense|1340
3349|english in-house training|1200
3350|english in-house training|1200
3351|spark summit europe|2149
3352|spark summit: data science with apache spark|1399
3353|sas belux forum 2016|250
3354|sas forum|250
3355|agile foundation|2075
3356|big data in use conference. london.bigdataweek.com|650
3357|agile - foundation	|2200
3358|qliksense business analyst certification|355
3359|data modeling for qlik sense v2.x*|2010
3360|create mashups with qlik sense v2.x*|670
3361|002n - de kracht van emotionele intelligentie|250
3362|dutch courses|370
3363|sap bi information design tool|1040
3364|boe315sap businessobjects business intelligence platform: administration and security|0
3365|end-to-end streaming ml recommendation pipeline spark 2.0, kafka, tensorflow|539
3366|tagetik consolidation|144
3367|sas advanced programming certification|285
3368|illustrator débutant|1000
3369|alteryx inspire europe|1168
3370|reniew scrum master certification at scrum alliance (2 years)|100
3371|alteryx inspire europe|1166
3372|tableau 10 roadshow|522
3373|board technical workshop|1053,4000000000001
3374|agilepm training|2200
3375|devoxx|2000
3376|end-to-end streaming ml recommendation pipeline spark 2.0, kafka, tensorflow|215
3377|privacy aspecten van big data, crm en digital marketing|701
3378|advanced topics in design and development(madrid,spain) qlikview|1762,98
3379|data science bootcamp|0
3380|data science bootcamp|1373
3381|data science bootcamp|1357
3382|ispor eu 2016 (vienna, austria)|5420
3383|sas forum belux 2016|250
3384|bootcamp data science|1335,4400000000001
3385|bootcamp data science|1296
3386|data warehouse fundamentals|250
3387|data warehousing|250
3388|prince2 foundation|1930
3389|032f - selling your ideas|500
3390|047f - presentation skills (day 1)|0
3391|047f - presentation skills (day 2)|0
3392|disc (personality styles training)|250
3393|dutch classes (start date tbc)|600
3394|tagetik benelux user days 2016|250
3395|dmbok books|175
3396|business partner community session (free, pm only)|125
3397|data science boot camp|0
3398|bootcamp data scientist|1332
3399|data science bootcamp|0
3400|implémenter un datawarehouse avec sql server 2012 et ssis|2883
3401|implementer un datawarehouse avec sql server 2012 (ssis)|2883
3402|datawarehousing fundamentals, architecture and data modelling |625
3403|disc training|251
3404|data scientist bootcamp|2500
3405|data scientist bootcamp|3849,5
3406|sap business objects web intelligence|500
3407|digital transformation - workforce|1721
3408|world class digital transformation 2016 workforce edition|1721
3409|sas forum|250
3410|ibm analytics summit|0
3411|data science bootcamp|0
3412|reinventing performance management|448,5
3413|spark summit|751,59900000000005
3414|sql server days|275
3415|data science bootcamp|1319
3416|ibm infosphere datastage essentials (v11.5) (km204g)|0
3417|225f1 - coacher et gérer une équipe |250
3418|225f2 - coacher et gérer une équipe - module 2/2|500
3419|225f1 - coacher et gérer une équipe - module 1/2 day2|250
3420|change management - foundation|0
3421|ibm cognos bi administration (v10.2) - spvc|1124
3422|london training alteryx/tableau/qlik|2424
3423|london bootcamp (alteryx, tableau, qlik sense)|2569
3424|book data visualization|23
3425|tm1: interact with data (v10.2)|340
3426|tm1: design and develop models in performance modeler (v10.2)|2380
3427|cognos reporting tools|1250
3428|http://cmmiinstitute.com/training/building-enterprise-data-management-capabilities-elearning|689
3429|sas forum 2016|250
3430|qlikview advanced topics in design and development |1340
3431|032n - overtuigende communicatie|500
3432|data science bootcamp|501
3433|strategic branding|10233
3434|kt ibm netezza|1000
3435|kt ibm infosphere datastage|1000
3436|six sigma course (mechelen)|1845
3437|quant trading with machine learning at udemy|769
3438|machine learning at udacity|1000
3439|advanced r programming|750
3440|computational investing|1250
3441|tagetik consolidation|1458
3442|stage prise de parole|1450
3443|kt ibm netezza|1400
3444|kt ibm datastage|1250
3445|kt ibm infosphere datastage|250
3446|sas analytics experiencefor 7/9 best of both worlds: accelerated enterprise data science with sas® and open source integration|791
3447|226f - coacher et gérer une équipe: résoudre les conflits|250
3448|227f - coacher et gérer une équipe: comment déléguer ?|250
3449|228f - coacher et gérer une équipe: motiver et inspirer|250
3450|ibm cognos bi administration (v10.2) - spvc|1124
3451|machine learning training|1251
3452|machine learning training|1251
3453|introduction to spark|500
3454|hadoop administration|4560
3455|introduction to ibm spss statistics|1103
3456|sas programming 1 : essentials|750
3457|sas programming 2: data manipulation techniques|1700
3458|sas base programming certification exam|285
3459|introduction to statistical analysis using ibm spss statistics|1103
3460|data management and manipulation with ibm spss statistics|1103
3461|sap teched 2016|3986
3462|sas forecast server training|1008
3463|selor dutch language written exam|125
3464|sas forecast server training|758
3465|tm1: design and develop models in performance modeler (v10.2)|125
3466|tm1: design and develop models in performance modeler (v10.2)|250
3467|tm1: design and develop models in performance modeler (v10.2)|250
3468|ibm analytics summit - all data made easy|0
3469|ibm infosphere datastage essentials (v11.5) (km204g)|3295
3470|data science bootcamp|500
3471|on line training tdwi: data governance fundamentals|548,10000000000002
3472|sas sql 1: essentials, course notes|71,640000000000001
3473|alteryx self-service analytics workshop|0
3474|ibm infosphere datastage essentials (v11.5) (km204g)|3550
3475|sas macro language 1: essentials|1950
3476|alteryx seminar|0
3477|qlik sense business analyst certification|365
3478|sas data management for va ?? workshop for resellers|125
3479|tdwi on line training: data governance innovation|569
3480|ibm spss statistics level 1 v2 certification|315
3481|informatiestrategie, data governance en master data management|1915
3482|ibm cognos bi administration (v10.2) - spvc|500
3483|sas workshop for resellers: data management for visual analytics (dm4va)|125
3484|sas advanced programming certification|285
3485|sas financial management reporting|500
3486|disc training|250
3487|disc training|250
3488|instructor-led online developer training: building kafka solutions|2995
3489|disc|250
3490|sas advanced programming certification|285
3491|applied analytics using sas enterprise miner|0
3492|scala courses|315
3493|text mining course|70
3494|sas base programming for sas 9 |285
3495|belgian insurance conference|400
3496|belgian insurance conference|400
3497|313fa - bpmn - bases|0
3498|313fb - business process modeling notation : avancé |0
3499|047f - presentation skills (day1)|0
3500|047f - presentation skills (day2)|0
3501|sas visual analytics: fast track|1725
3502|introduction to data science in python|320
3503|j4059gsbe ibm cognos analytics - author reports advanced (v11.0) - spvc|1166
3504|j4058gsbe ibm cognos analytics - author reports fundamentals (v11.0) - spvc|1549
3505|design thinking|750
3506|design thinking|750
3507|design thinking|750
3508|design thinking|750
3509|design thinking|750
3510|design thinking|750
3511|jmp software: data exploration (v12)elearning|135
3512|jmp software: anova and regression|390
3513|sas advanced programming exam|160
3514|developer training for spark & hadoop |4951
3515|core elasticsearch: developer|2118
3516|tagetik in touch conference 2017|1336
3517|core elasticsearch: developer|2134
3518|advanced analytics laboratory|500
3519|microsoft advanced analytics lab|540
3520|microsoft advanced analytics lab|500
3521|sas visual analytic|1725
3522|gestion de projet : fondements et principes|506
3523|ibm cognos analytics - create data modules (v11.0) elearning|47,200000000000003
3524|ibm cognos analytics - create dashboards (v11.0) elearning|27,199999999999999
3525|tableau partner summit|1042
3526|ibm puredata for analytics fundamentals workshop for ibm business partners|750
3527|di summit|375
3528|certificat en marketing digital|1450
3529|ibm bp enablement - cognos analytics & watson analytics|500
3530|english course 1|250
3531|english course 3|250
3532|english course 4|125
3533|english course 5|125
3534|tableau|0
3535|dutch courses|300
3536|dutch courses|300
3537|dutch courses|300
3538|dutch courses|300
3539|dutch courses|600
3540|data vault 2.0 course book|48
3541|tagetik mdx training for consultants|1538
3542|datawarehouse concepts|0
